message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-00747,"I need to request housing accommodation documentation review. Also, the move-in page is confusing. today if possible.",housing,medium,chat,graduate,10
MSG-00748,I need approval for an overload because this is my final semester.,academic_advising,low,chat,graduate,3
MSG-00749,The learning platform will not load my quiz and it is due this week,technical_support,high,email,online,17
MSG-00750,"Hi team, Can you point me to the right office for a campus policy issue? just checking. I already checked the student portal and could not find a clear answer. thx",general,low,email,graduate,5
MSG-00751,My aid package still has not posted and tuition is due tomorrow today if possible,financial_aid,medium,chat,international,9
MSG-00752,"Hi team, I need to request housing accommodation documentation review Also, the roommate page is confusing I already checked the student portal and could not find a clear answer???",housing,low,web_form,international,15
MSG-00753,"Hi team, I need help setting up a payment plan before classes start. Also, the scholarship page is confusing. just checking. I already checked the student portal and could not find a clear answer.",financial_aid,low,email,graduate,3
MSG-00754,I am worried about a student who said they might hurt themselves.,health_wellness,medium,chat,online,14
MSG-00755,I am not sure which requirement CHEM 110 satisfies for my major. not urgent.,academic_advising,low,web_form,graduate,20
MSG-00756,"My campus login keeps failing even after I reset my password. Also, the MFA page is confusing.",technical_support,medium,email,graduate,7
MSG-00757,"Hi team, Can I talk to soeone today about anxiety and missing classes? deadline is tonight. I already checked the student portal and could not find a clear answer.",health_wellness,high,email,online,8
MSG-00758,Please let me know where this request should go.,general,low,chat,graduate,7
MSG-00759,My aid package still has not posted and tuition is due tomorrow.,financial_aid,high,chat,graduate,8
MSG-00760,I am not sure which requirement CS 150 satisfies for my major.,academic_advising,low,web_form,graduate,5
MSG-00761,My campus login keeps failing even after I reset my password.,technical_support,medium,chat,online,8
MSG-00762,I want to change majors and need to know the next step.,academic_advising,low,email,graduate,13
MSG-00763,"I am worried about a student who said they might hurt themselves. Also, the sick page is confusing. deadline is tonight.",health_wellness,high,chat,undergraduate,7
MSG-00764,"Hi, I am not sure who to contact about this question.",general,medium,chat,undergraduate,11
MSG-00765,need help asap,housing,low,chat,international,11
MSG-00766,my aid package still has not posted and tuition is due in two days.,financial_aid,medium,web_form,online,23
MSG-00767,The learning platform will not load my quiz and it is due tomorrow. just checking.,technical_support,low,web_form,international,6
MSG-00768,My aid package still has not posted and tuition is due in two days.,financial_aid,low,chat,international,18
MSG-00769,I need approval for an overload because this is my final semester. thx,academic_advising,medium,web_form,international,15
MSG-00770,"hi, i am not sure who to contact about this question. :/",general,high,chat,online,13
MSG-00771,"Can an advisor check whether I am on track to graduate? Also, the overload page is confusing.",academic_advising,low,chat,online,12
MSG-00772,"Hi team, Can an advisor check whetehr I am on track to graduate? Also, teh degree audit page is confusing. I already checked teh student portal and could not find a clear answer.",academic_advising,low,web_form,graduate,1
MSG-00773,Can someon explain why my scholarship disappeared from the bill? next week is fine.,financial_aid,low,email,online,15
MSG-00774,My aid package still has not posted and tuition is due this week.,financial_aid,medium,chat,graduate,22
MSG-00775,I need approval for an overload because this is my final semester.!!,academic_advising,low,email,graduate,3
MSG-00776,"Hi, I am not sure who to contact about this question. Also, the policy page is confusing.",general,low,chat,undergraduate,11
MSG-00777,"my aid package still has not posted and tuition is due tomorrow. also, the bill page is confusing.",financial_aid,low,chat,international,18
MSG-00778,need help asap,health_wellness,low,email,international,22
MSG-00779,I need to request housing accommodation documentation review.,housing,medium,web_form,graduate,13
MSG-00780,"My campus login keeps failing even after I reset my password. Also, the login page is confusing. I am stuck.",technical_support,medium,chat,graduate,14
MSG-00781,"I cannot reister for MATH 220 because there is a hold on my account. Also, the hold page is confusing. I might lose access.",registration,high,web_form,online,0
MSG-00782,"Hi team, I need approval for an overload because this is my final semester. Also, the credits page is confusing. I already checked the student portal and could not find a clear answer.",academic_advising,high,email,undergraduate,21
MSG-00783,There is no hot water in my dorm and the work order is still pending.,housing,low,chat,international,17
MSG-00784,"My campus login keeps failing even after I reset my password. Also, the password page is confusing.",technical_support,medium,web_form,undergraduate,15
MSG-00785,My campus login keeps failing even after I reset my password. next week is fine.,technical_support,low,email,graduate,10
MSG-00786,can someone explain why my scholarship disappeared from the bill?,financial_aid,high,web_form,undergraduate,23
MSG-00787,"Hi team, My schedule has the wrong lab section and I need it fixed. I am stuck. I already checked th student portal and could not find a clear answer.",registration,medium,chat,online,2
MSG-00788,"Hi team, My aid package still has not posted and tuition is due tonight. I already checked the student portal and could not find a clear answer.",financial_aid,low,chat,international,1
MSG-00789,I tested positive and need to know what to do about attendance. next week is fine.,health_wellness,low,email,international,10
